#Fluorescent yield data from Kaastra and Mewe 1993A&AS...97..443K
label    z  state  s   delta  il    E      omega
 4935   24   13    1     0    1    5577.0   0.0990
 4936   24   13    1     0    2    5586.0   0.1980
 4937   24   13    1     1    5     100.3   0.0051
 4938   24   13    1     2    5     107.3   0.0183
 4939   24   13    1     1    6     109.0   0.0101
 4940   24   13    1     2    6     116.0   0.0367
 4941   24   13    1     0    9     594.0   0.0091
 4942   24   13    1     1    9     598.3   0.0402
 4943   24   13    1     0   12     585.2   0.0182
 4944   24   13    1     1   12     589.7   0.0803
 4945   24   13    2     0    5     101.2   0.0051
 4946   24   13    2     0    6     110.0   0.0101
 4947   24   13    2     0    9     594.0   0.0005
 4948   24   13    2     0   12     585.2   0.0009
 4949   24   13    3     0    9     594.0   0.0917
 4950   24   13    4     0   12     585.2   0.0917
 4951   24   14    1     0    1    5589.8   0.1006
 4952   24   14    1     0    2    5597.6   0.2013
 4953   24   14    1     1    5     107.3   0.0843
 4954   24   14    1     1    6     116.0   0.1686
 4955   24   14    1     0    9     598.3   0.1006
 4956   24   14    1     1    9     637.2   0.2274
 4957   24   14    1     0   12     589.7   0.2013
 4958   24   14    1     1   12     628.6   0.4548
 4959   24   14    2     0    5     100.3   0.3333
 4960   24   14    2     0    6     109.0   0.6667
 4961   24   14    2     0    9     598.3   0.3333
 4962   24   14    2     0   12     589.7   0.6667
 4963   24   14    3     0    9     598.3   1.0000
 4964   24   14    4     0   12     589.7   1.0000
 4965   24   15    1     0    1    5598.9   0.1023
 4966   24   15    1     0    2    5607.9   0.2045
 4967   24   15    1     1    5     100.0   0.0837
 4968   24   15    1     1    6     100.0   0.1674
 4969   24   15    2     0    5     107.3   0.3333
 4970   24   15    2     0    6     116.0   0.6667
 4971   24   16    1     0    1    5614.4   0.1346
 4972   24   16    1     0    2    5614.4   0.2019
 4973   24   16    1     1    5      82.0   0.1177
 4974   24   16    1     1    6      82.0   0.1765
 4975   24   16    2     0    5     100.0   0.4000
 4976   24   16    2     0    6     100.0   0.6000
 4977   24   17    1     0    1    5616.9   0.1865
 4978   24   17    1     0    2    5616.9   0.1865
 4979   24   17    1     1    5      37.0   0.1786
 4980   24   17    1     1    6      37.0   0.1786
 4981   24   17    2     0    5      82.0   0.5000
 4982   24   17    2     0    6      82.0   0.5000
 4983   24   18    1     0    1    5593.7   0.2797
 4984   24   18    1     0    2    5593.7   0.1398
 4985   24   18    1     1    5      38.0   0.3065
 4986   24   18    1     1    6     135.0   0.1533
 4987   24   18    2     0    5      37.0   0.6667
 4988   24   18    2     0    6      37.0   0.3333
 4989   24   19    1     0    1    5588.6   0.4826
 4990   24   19    1     1    5      39.0   0.6627
 4991   24   19    2     0    5      38.0   1.0000
 4992   24   20    1     0    1    5578.3   0.4214
 4993   24   20    1     1    5     138.0   0.3506
 4994   24   20    2     0    5      39.0   1.0000
 4995   25    1    1     0    1    5888.4   0.0928
 4996   25    1    1     0    2    5899.3   0.1855
 4997   25    1    1     0    3    6489.3   0.0116
 4998   25    1    1     0    4    6490.8   0.0231
 4999   25    1    1     1    7     728.5   0.0001

 5000   25    1    1     1    8     730.0   0.0003
 5001   25    1    1     2    8     738.9   0.0001
 5002   25    1    1     0    9     567.0   0.0001
 5003   25    1    1     1    9     576.0   0.0001
 5004   25    1    1     2    9     584.9   0.0001
 5005   25    1    1     3    9     594.8   0.0001
 5006   25    1    1     4    9     604.9   0.0001
 5007   25    1    1     0   10     647.0   0.0012
 5008   25    1    1     1   10     668.0   0.0020
 5009   25    1    1     2   10     680.3   0.0011
 5010   25    1    1     3   10     692.6   0.0010
 5011   25    1    1     4   10     701.5   0.0005
 5012   25    1    1     5   10     707.8   0.0002
 5013   25    1    1     0   12     556.0   0.0002
 5014   25    1    1     1   12     564.9   0.0002
 5015   25    1    1     2   12     574.0   0.0002
 5016   25    1    1     3   12     584.0   0.0002
 5017   25    1    1     4   12     594.0   0.0002
 5018   25    1    1     5   12     603.0   0.0001
 5019   25    1    1     0   13     636.1   0.0006
 5020   25    1    1     1   13     657.1   0.0008
 5021   25    1    1     2   13     669.3   0.0005
 5022   25    1    1     3   13     681.9   0.0005
 5023   25    1    1     4   13     690.6   0.0003
 5024   25    1    1     5   13     696.9   0.0001
 5025   25    1    1     0   14     636.1   0.0009
 5026   25    1    1     1   14     657.1   0.0013
 5027   25    1    1     2   14     669.3   0.0006
 5028   25    1    1     3   14     699.4   0.0004
 5029   25    1    1     4   14     729.3   0.0002
 5030   25    1    1     5   16      32.5   0.0006
 5031   25    1    1     6   16      31.5   0.0013
 5032   25    1    1     7   16      31.3   0.0010
 5033   25    1    1     8   16      32.4   0.0003
 5034   25    1    1     5   17      34.0   0.0012
 5035   25    1    1     6   17      33.0   0.0026
 5036   25    1    1     7   17      32.9   0.0020
 5037   25    1    1     8   17      32.4   0.0006
 5038   25    1    1     4   18      64.1   0.0006
 5039   25    1    1     5   18      61.5   0.0061
 5040   25    1    1     6   18      58.3   0.0247
 5041   25    1    1     7   18      78.8   0.0175
 5042   25    1    1     8   18     102.5   0.0051
 5043   25    1    1     9   18     129.0   0.0001
 5044   25    1    1     5   19     140.9   0.0001
 5045   25    1    1     6   19     161.9   0.0122
 5046   25    1    1     7   19     182.4   0.0028
 5047   25    1    1     8   19     206.2   0.0005
 5048   25    1    1     4   20      62.6   0.0016
 5049   25    1    1     5   20      60.0   0.0309
 5050   25    1    1     6   20      56.7   0.1242
 5051   25    1    1     7   20      77.2   0.0354
 5052   25    1    1     8   20     102.5   0.0047
 5053   25    1    1     6   21     142.3   0.0007
 5054   25    1    1     7   21     162.8   0.0003
 5055   25    1    1     8   21     188.1   0.0001
 5056   25    1    1     5   22     139.3   0.0004
 5057   25    1    1     6   22     160.4   0.0640
 5058   25    1    1     7   22     180.8   0.0103
 5059   25    1    1     8   22     206.2   0.0012
 5060   25    1    2     0    7     720.4   0.0007
 5061   25    1    2     0    8     721.9   0.0015
 5062   25    1    2     1    9     576.0   0.0001
 5063   25    1    2     2    9     584.9   0.0001
 5064   25    1    2     3    9     594.8   0.0001
 5065   25    1    2     1   10     668.0   0.0022
 5066   25    1    2     2   10     680.3   0.0012
 5067   25    1    2     3   10     692.6   0.0005
 5068   25    1    2     1   12     564.9   0.0003
 5069   25    1    2     2   12     574.0   0.0002
 5070   25    1    2     3   12     584.0   0.0001
 5071   25    1    2     1   13     657.1   0.0010
 5072   25    1    2     2   13     669.3   0.0005
 5073   25    1    2     3   13     681.9   0.0002
 5074   25    1    2     1   14     657.1   0.0016
 5075   25    1    2     2   14     669.3   0.0005
 5076   25    1    2     3   14     699.4   0.0002
 5077   25    1    2     5   16      32.5   0.0008
 5078   25    1    2     6   16      31.5   0.0001
 5079   25    1    2     5   17      34.0   0.0015
 5080   25    1    2     6   17      33.0   0.0001
 5081   25    1    2     4   18      64.1   0.0018
 5082   25    1    2     5   18      61.5   0.0086
 5083   25    1    2     6   18      58.3   0.0040
 5084   25    1    2     5   19     140.9   0.0001
 5085   25    1    2     6   19     161.9   0.0008
 5086   25    1    2     3   20      63.8   0.0001
 5087   25    1    2     4   20      62.6   0.0051
 5088   25    1    2     5   20      60.0   0.0441
 5089   25    1    2     6   20      56.7   0.0178
 5090   25    1    2     6   21     142.3   0.0002
 5091   25    1    2     4   22     119.4   0.0001
 5092   25    1    2     5   22     139.3   0.0003
 5093   25    1    2     6   22     160.4   0.0019
 5094   25    1    3     0    9     567.0   0.0007
 5095   25    1    3     0   10     647.0   0.0133
 5096   25    1    3     0   11     648.6   0.0001
 5097   25    1    3     4   20      62.6   0.0001
 5098   25    1    4     0   12     556.0   0.0009
 5099   25    1    4     0   13     636.1   0.0031
 5100   25    1    4     0   14     636.1   0.0047
 5101   25    1    4     0   15     637.5   0.0001
 5102   25    1    4     4   18      64.1   0.0001
 5103   25    1    4     2   20      60.3   0.0001
 5104   25    1    4     4   20      62.6   0.0002
 5105   25    1    6     0   18      45.5   0.0001
 5106   25    2    1     0    1    5903.4   0.0929
 5107   25    2    1     0    2    5915.6   0.1858
 5108   25    2    1     0    3    6513.3   0.0116
 5109   25    2    1     0    4    6514.8   0.0232
 5110   25    2    1     1    7     737.6   0.0002
 5111   25    2    1     2    7     744.6   0.0001
 5112   25    2    1     1    8     738.9   0.0004
 5113   25    2    1     2    8     745.9   0.0001
 5114   25    2    1     0    9     576.0   0.0001
 5115   25    2    1     1    9     584.9   0.0001
 5116   25    2    1     2    9     594.8   0.0001
 5117   25    2    1     3    9     604.9   0.0001
 5118   25    2    1     4    9     613.9   0.0001
 5119   25    2    1     0   10     668.0   0.0012
 5120   25    2    1     1   10     680.3   0.0020
 5121   25    2    1     2   10     692.6   0.0012
 5122   25    2    1     3   10     701.5   0.0011
 5123   25    2    1     4   10     707.8   0.0007
 5124   25    2    1     5   10     712.5   0.0001
 5125   25    2    1     0   12     564.9   0.0002
 5126   25    2    1     1   12     574.0   0.0002
 5127   25    2    1     2   12     584.0   0.0002
 5128   25    2    1     3   12     594.0   0.0002
 5129   25    2    1     4   12     603.0   0.0002
 5130   25    2    1     0   13     657.1   0.0006
 5131   25    2    1     1   13     669.3   0.0008
 5132   25    2    1     2   13     681.9   0.0006
 5133   25    2    1     3   13     690.6   0.0005
 5134   25    2    1     4   13     696.9   0.0004
 5135   25    2    1     5   13     701.8   0.0001
 5136   25    2    1     0   14     657.1   0.0009
 5137   25    2    1     1   14     669.3   0.0013
 5138   25    2    1     2   14     699.4   0.0007
 5139   25    2    1     3   14     729.3   0.0004
 5140   25    2    1     4   14     758.2   0.0001
 5141   25    2    1     4   16      32.5   0.0037
 5142   25    2    1     5   16      31.5   0.0120
 5143   25    2    1     6   16      31.3   0.0048
 5144   25    2    1     7   16      32.4   0.0009
 5145   25    2    1     4   17      34.0   0.0071
 5146   25    2    1     5   17      33.0   0.0213
 5147   25    2    1     6   17      32.9   0.0085
 5148   25    2    1     7   17      32.4   0.0017
 5149   25    2    1     3   18      64.1   0.0047
 5150   25    2    1     4   18      61.5   0.0272
 5151   25    2    1     5   18      58.3   0.1133
 5152   25    2    1     6   18      78.8   0.0428
 5153   25    2    1     7   18     102.5   0.0067
 5154   25    2    1     5   19     161.9   0.0038
 5155   25    2    1     6   19     182.4   0.0008
 5156   25    2    1     7   19     206.2   0.0001
 5157   25    2    1     3   20      62.6   0.0099
 5158   25    2    1     4   20      60.0   0.1079
 5159   25    2    1     5   20      56.7   0.3697
 5160   25    2    1     6   20      77.2   0.0730
 5161   25    2    1     7   20     102.5   0.0062
 5162   25    2    1     5   21     142.3   0.0013
 5163   25    2    1     6   21     162.8   0.0003
 5164   25    2    1     5   22     160.4   0.0136
 5165   25    2    1     6   22     180.8   0.0021
 5166   25    2    1     7   22     206.2   0.0001
 5167   25    2    2     0    7     728.5   0.0007
 5168   25    2    2     0    8     730.0   0.0015
 5169   25    2    2     1    9     584.9   0.0001
 5170   25    2    2     2    9     594.8   0.0001
 5171   25    2    2     3    9     604.9   0.0001
 5172   25    2    2     1   10     680.3   0.0022
 5173   25    2    2     2   10     692.6   0.0012
 5174   25    2    2     3   10     701.5   0.0005
 5175   25    2    2     1   12     574.0   0.0004
 5176   25    2    2     2   12     584.0   0.0002
 5177   25    2    2     3   12     594.0   0.0001
 5178   25    2    2     1   13     669.3   0.0011
 5179   25    2    2     2   13     681.9   0.0005
 5180   25    2    2     3   13     690.6   0.0002
 5181   25    2    2     1   14     669.3   0.0016
 5182   25    2    2     2   14     699.4   0.0005
 5183   25    2    2     3   14     729.3   0.0001
 5184   25    2    2     4   16      32.5   0.0062
 5185   25    2    2     5   16      31.5   0.0017
 5186   25    2    2     6   16      31.3   0.0001
 5187   25    2    2     4   17      34.0   0.0120
 5188   25    2    2     5   17      33.0   0.0034
 5189   25    2    2     6   17      32.9   0.0001
 5190   25    2    2     3   18      64.1   0.0146
 5191   25    2    2     4   18      61.5   0.0493
 5192   25    2    2     5   18      58.3   0.0310
 5193   25    2    2     5   19     161.9   0.0037
 5194   25    2    2     3   20      62.6   0.0389
 5195   25    2    2     4   20      60.0   0.1944
 5196   25    2    2     5   20      56.7   0.1177
 5197   25    2    2     5   21     142.3   0.0011
 5198   25    2    2     5   22     160.4   0.0089
 5199   25    2    3     0    9     576.0   0.0008

 5200   25    2    3     0   10     668.0   0.0133
 5201   25    2    3     3   18      64.1   0.0061
 5202   25    2    3     4   18      61.5   0.0006
 5203   25    2    3     3   20      62.6   0.0102
 5204   25    2    3     4   20      60.0   0.0023
 5205   25    2    4     0   12     564.9   0.0009
 5206   25    2    4     0   13     657.1   0.0031
 5207   25    2    4     0   14     657.1   0.0047
 5208   25    2    4     3   18      64.1   0.0054
 5209   25    2    4     4   18      61.5   0.0007
 5210   25    2    4     2   20      63.8   0.0001
 5211   25    2    4     3   20      62.6   0.0171
 5212   25    2    4     4   20      60.0   0.0027
 5213   25    2    6     0   18      58.5   0.0001
 5214   25    2    7     0   21      57.0   0.0001
 5215   25    3    1     0    1    5919.7   0.0930
 5216   25    3    1     0    2    5930.6   0.1860
 5217   25    3    1     0    3    6537.3   0.0116
 5218   25    3    1     0    4    6538.8   0.0232
 5219   25    3    1     1    7     744.6   0.0002
 5220   25    3    1     2    7     752.5   0.0001
 5221   25    3    1     1    8     745.9   0.0004
 5222   25    3    1     2    8     754.0   0.0002
 5223   25    3    1     0    9     584.9   0.0001
 5224   25    3    1     1    9     594.8   0.0001
 5225   25    3    1     2    9     604.9   0.0001
 5226   25    3    1     3    9     613.9   0.0001
 5227   25    3    1     0   10     680.3   0.0012
 5228   25    3    1     1   10     692.6   0.0021
 5229   25    3    1     2   10     701.5   0.0014
 5230   25    3    1     3   10     707.8   0.0015
 5231   25    3    1     4   10     712.5   0.0003
 5232   25    3    1     0   12     574.0   0.0002
 5233   25    3    1     1   12     584.0   0.0002
 5234   25    3    1     2   12     594.0   0.0002
 5235   25    3    1     3   12     603.0   0.0003
 5236   25    3    1     4   12     612.1   0.0001
 5237   25    3    1     0   13     669.3   0.0006
 5238   25    3    1     1   13     681.9   0.0009
 5239   25    3    1     2   13     690.6   0.0007
 5240   25    3    1     3   13     696.9   0.0009
 5241   25    3    1     4   13     701.8   0.0002
 5242   25    3    1     0   14     669.3   0.0009
 5243   25    3    1     1   14     699.4   0.0013
 5244   25    3    1     2   14     729.3   0.0008
 5245   25    3    1     3   14     758.2   0.0002
 5246   25    3    1     2   16      32.5   0.0001
 5247   25    3    1     3   16      32.5   0.0119
 5248   25    3    1     4   16      31.5   0.0489
 5249   25    3    1     5   16      31.3   0.0158
 5250   25    3    1     6   16      32.4   0.0023
 5251   25    3    1     1   17      34.0   0.0001
 5252   25    3    1     2   17      34.0   0.0001
 5253   25    3    1     3   17      34.0   0.0226
 5254   25    3    1     4   17      33.0   0.0830
 5255   25    3    1     5   17      32.9   0.0253
 5256   25    3    1     6   17      32.4   0.0038
 5257   25    3    1     2   18      64.1   0.0344
 5258   25    3    1     3   18      61.5   0.0771
 5259   25    3    1     4   18      58.3   0.2526
 5260   25    3    1     5   18      78.8   0.0730
 5261   25    3    1     6   18     102.5   0.0078
 5262   25    3    1     2   20      62.6   0.0918
 5263   25    3    1     3   20      60.0   0.1905
 5264   25    3    1     4   20      56.7   0.6273
 5265   25    3    1     5   20      77.2   0.1084
 5266   25    3    1     6   20     102.5   0.0070
 5267   25    3    1     4   21     142.3   0.0003
 5268   25    3    1     5   21     162.8   0.0003
 5269   25    3    2     0    6     130.0   0.0001
 5270   25    3    2     0    7     737.6   0.0010
 5271   25    3    2     0    8     738.9   0.0020
 5272   25    3    2     1    9     594.8   0.0002
 5273   25    3    2     2    9     604.9   0.0001
 5274   25    3    2     1   10     692.6   0.0028
 5275   25    3    2     2   10     701.5   0.0011
 5276   25    3    2     1   12     584.0   0.0005
 5277   25    3    2     2   12     594.0   0.0002
 5278   25    3    2     1   13     681.9   0.0014
 5279   25    3    2     2   13     690.6   0.0004
 5280   25    3    2     1   14     699.4   0.0021
 5281   25    3    2     2   14     729.3   0.0003
 5282   25    3    2     2   16      32.5   0.0002
 5283   25    3    2     3   16      32.5   0.0354
 5284   25    3    2     4   16      31.5   0.0043
 5285   25    3    2     1   17      34.0   0.0001
 5286   25    3    2     2   17      34.0   0.0005
 5287   25    3    2     3   17      34.0   0.0692
 5288   25    3    2     4   17      33.0   0.0085
 5289   25    3    2     2   18      64.1   0.0740
 5290   25    3    2     3   18      61.5   0.1831
 5291   25    3    2     4   18      58.3   0.0202
 5292   25    3    2     2   20      62.6   0.1698
 5293   25    3    2     3   20      60.0   0.5082
 5294   25    3    2     4   20      56.7   0.0428
 5295   25    3    3     0    9     584.9   0.0008
 5296   25    3    3     0   10     680.3   0.0134
 5297   25    3    3     2   16      32.5   0.0002
 5298   25    3    3     1   17      34.0   0.0001
 5299   25    3    3     2   17      34.0   0.0003
 5300   25    3    3     2   18      64.1   0.1607
 5301   25    3    3     2   20      62.6   0.1061
 5302   25    3    4     0   12     574.0   0.0009
 5303   25    3    4     0   13     669.3   0.0031
 5304   25    3    4     0   14     669.3   0.0047
 5305   25    3    4     1   16      32.5   0.0001
 5306   25    3    4     2   16      32.5   0.0002
 5307   25    3    4     1   17      34.0   0.0001
 5308   25    3    4     2   17      34.0   0.0003
 5309   25    3    4     2   18      64.1   0.0445
 5310   25    3    4     2   20      62.6   0.3587
 5311   25    3    6     0   18      61.8   0.0001
 5312   25    3    7     0   21      60.3   0.0001
 5313   25    4    1     0    1    5933.4   0.0931
 5314   25    4    1     0    2    5944.3   0.1861
 5315   25    4    1     0    3    6559.9   0.0116
 5316   25    4    1     0    4    6561.5   0.0232
 5317   25    4    1     1    7     752.5   0.0004
 5318   25    4    1     2    7     760.5   0.0001
 5319   25    4    1     3    7     767.5   0.0001
 5320   25    4    1     1    8     754.0   0.0007
 5321   25    4    1     2    8     762.1   0.0002
 5322   25    4    1     3    8     769.0   0.0002
 5323   25    4    1     0    9     594.8   0.0001
 5324   25    4    1     1    9     604.9   0.0002
 5325   25    4    1     2    9     613.9   0.0002
 5326   25    4    1     3    9     622.7   0.0001
 5327   25    4    1     0   10     692.6   0.0014
 5328   25    4    1     1   10     701.5   0.0028
 5329   25    4    1     2   10     707.8   0.0031
 5330   25    4    1     3   10     712.5   0.0008
 5331   25    4    1     4   10     742.5   0.0001
 5332   25    4    1     0   12     584.0   0.0002
 5333   25    4    1     1   12     594.0   0.0003
 5334   25    4    1     2   12     603.0   0.0005
 5335   25    4    1     3   12     612.1   0.0002
 5336   25    4    1     0   13     681.9   0.0007
 5337   25    4    1     1   13     690.6   0.0012
 5338   25    4    1     2   13     696.9   0.0018
 5339   25    4    1     3   13     701.8   0.0004
 5340   25    4    1     4   13     731.8   0.0001
 5341   25    4    1     1   16      32.5   0.0004
 5342   25    4    1     2   16      32.5   0.0155
 5343   25    4    1     3   16      31.5   0.0632
 5344   25    4    1     4   16      31.3   0.0226
 5345   25    4    1     5   16      32.4   0.0038
 5346   25    4    1     1   17      34.0   0.0007
 5347   25    4    1     2   17      34.0   0.0286
 5348   25    4    1     3   17      33.0   0.0976
 5349   25    4    1     4   17      32.9   0.0344
 5350   25    4    1     5   17      32.4   0.0057
 5351   25    4    1     1   18      64.1   0.1451
 5352   25    4    1     2   18      61.5   0.0711
 5353   25    4    1     3   18      58.3   0.3954
 5354   25    4    1     4   18      78.8   0.1201
 5355   25    4    1     5   18     102.5   0.0181
 5356   25    4    1     1   20      62.6   0.3134
 5357   25    4    1     2   20      60.0   0.1833
 5358   25    4    1     3   20      56.7   0.8997
 5359   25    4    1     4   20      77.2   0.1700
 5360   25    4    1     5   20     102.5   0.0158
 5361   25    4    2     0    6     128.0   0.0001
 5362   25    4    2     0    7     744.6   0.0013
 5363   25    4    2     0    8     745.9   0.0026
 5364   25    4    2     1    9     604.9   0.0002
 5365   25    4    2     1   10     701.5   0.0026
 5366   25    4    2     1   12     594.0   0.0009
 5367   25    4    2     1   13     690.6   0.0025
 5368   25    4    2     1   16      32.5   0.0005
 5369   25    4    2     2   16      32.5   0.0648
 5370   25    4    2     1   17      34.0   0.0010
 5371   25    4    2     2   17      34.0   0.1125
 5372   25    4    2     1   18      64.1   0.0726
 5373   25    4    2     2   18      61.5   0.4338
 5374   25    4    2     1   20      62.6   0.1239
 5375   25    4    2     2   20      60.0   1.2761
 5376   25    4    3     0    9     594.8   0.0009
 5377   25    4    3     0   10     692.6   0.0152
 5378   25    4    3     1   16      32.5   0.0010
 5379   25    4    3     2   16      32.5   0.0023
 5380   25    4    3     1   17      34.0   0.0021
 5381   25    4    3     2   17      34.0   0.0045
 5382   25    4    3     1   18      64.1   0.7723
 5383   25    4    3     2   18      61.5   0.0033
 5384   25    4    3     1   20      62.6   0.5314
 5385   25    4    3     2   20      60.0   0.0051
 5386   25    4    4     0   12     584.0   0.0010
 5387   25    4    4     0   13     681.9   0.0037
 5388   25    4    4     1   16      32.5   0.0013
 5389   25    4    4     2   16      32.5   0.0028
 5390   25    4    4     1   17      34.0   0.0025
 5391   25    4    4     2   17      34.0   0.0055
 5392   25    4    4     1   18      64.1   0.2397
 5393   25    4    4     2   18      61.5   0.0028
 5394   25    4    4     1   20      62.6   1.2501
 5395   25    4    4     2   20      60.0   0.0140
 5396   25    4    5     0   16      32.5   0.0041
 5397   25    4    5     0   17      34.0   0.0082
 5398   25    4    6     0   18      65.3   0.0001
 5399   25    4    7     0   20      63.8   0.0002

 5400   25    5    1     0    1    5947.0   0.0931
 5401   25    5    1     0    2    5958.0   0.1863
 5402   25    5    1     0    3    6584.2   0.0116
 5403   25    5    1     0    4    6585.7   0.0232
 5404   25    5    1     2    6     124.0   0.0001
 5405   25    5    1     1    7     760.5   0.0005
 5406   25    5    1     2    7     767.5   0.0011
 5407   25    5    1     3    7     775.9   0.0001
 5408   25    5    1     1    8     762.1   0.0009
 5409   25    5    1     2    8     769.0   0.0022
 5410   25    5    1     3    8     777.5   0.0003
 5411   25    5    1     0    9     604.9   0.0001
 5412   25    5    1     1    9     613.9   0.0002
 5413   25    5    1     2    9     622.7   0.0002
 5414   25    5    1     3    9     632.4   0.0001
 5415   25    5    1     0   10     701.5   0.0012
 5416   25    5    1     1   10     707.8   0.0024
 5417   25    5    1     2   10     712.5   0.0028
 5418   25    5    1     3   10     742.5   0.0006
 5419   25    5    1     0   12     594.0   0.0002
 5420   25    5    1     1   12     603.0   0.0004
 5421   25    5    1     2   12     612.1   0.0006
 5422   25    5    1     3   12     621.6   0.0002
 5423   25    5    1     0   13     690.6   0.0006
 5424   25    5    1     1   13     696.9   0.0011
 5425   25    5    1     2   13     701.8   0.0015
 5426   25    5    1     3   13     731.8   0.0003
 5427   25    5    1     1   16      32.5   0.0183
 5428   25    5    1     2   16      31.5   0.0156
 5429   25    5    1     3   16      31.3   0.0807
 5430   25    5    1     4   16      32.4   0.0285
 5431   25    5    1     1   17      34.0   0.0356
 5432   25    5    1     2   17      33.0   0.0269
 5433   25    5    1     3   17      32.9   0.1262
 5434   25    5    1     4   17      32.4   0.0446
 5435   25    5    1     0   18      64.1   0.0116
 5436   25    5    1     1   18      61.5   0.1500
 5437   25    5    1     2   18      58.3   0.0975
 5438   25    5    1     3   18      78.8   0.4303
 5439   25    5    1     4   18     102.5   0.1023
 5440   25    5    1     0   20      62.6   0.0232
 5441   25    5    1     1   20      60.0   0.3395
 5442   25    5    1     2   20      56.7   0.2085
 5443   25    5    1     3   20      77.2   0.5869
 5444   25    5    1     4   20     102.5   0.0869
 5445   25    5    2     0    5     115.1   0.0001
 5446   25    5    2     0    6     126.0   0.0001
 5447   25    5    2     0    7     752.5   0.0024
 5448   25    5    2     0    8     754.0   0.0048
 5449   25    5    2     1    9     613.9   0.0003
 5450   25    5    2     1   10     707.8   0.0027
 5451   25    5    2     1   12     603.0   0.0008
 5452   25    5    2     1   13     696.9   0.0013
 5453   25    5    2     1   16      32.5   0.0412
 5454   25    5    2     2   16      31.5   0.0597
 5455   25    5    2     1   17      34.0   0.0817
 5456   25    5    2     2   17      33.0   0.1111
 5457   25    5    2     0   18      64.1   0.0024
 5458   25    5    2     1   18      61.5   0.0680
 5459   25    5    2     2   18      58.3   0.4791
 5460   25    5    2     0   20      62.6   0.0048
 5461   25    5    2     1   20      60.0   0.1412
 5462   25    5    2     2   20      56.7   1.0914
 5463   25    5    3     0    9     604.9   0.0010
 5464   25    5    3     0   10     701.5   0.0132
 5465   25    5    3     1   16      32.5   0.0377
 5466   25    5    3     1   17      34.0   0.1226
 5467   25    5    3     1   18      61.5   0.8938
 5468   25    5    3     1   20      60.0   0.6898
 5469   25    5    4     0   12     594.0   0.0011
 5470   25    5    4     0   13     690.6   0.0030
 5471   25    5    4     1   16      32.5   0.0719
 5472   25    5    4     1   17      34.0   0.1153
 5473   25    5    4     1   18      61.5   0.3284
 5474   25    5    4     1   20      60.0   1.4161
 5475   25    5    5     0   16      32.5   0.0081
 5476   25    5    5     0   17      34.0   0.0161
 5477   25    5    5     0   18      64.1   0.0081
 5478   25    5    5     0   20      62.6   0.0161
 5479   25    5    6     0   18      64.1   1.0000
 5480   25    5    7     0   20      62.6   1.0000
 5481   25    6    1     0    1    5963.5   0.0932
 5482   25    6    1     0    2    5974.5   0.1864
 5483   25    6    1     0    3    6610.0   0.0116
 5484   25    6    1     0    4    6611.5   0.0232
 5485   25    6    1     1    5     113.2   0.0001
 5486   25    6    1     2    5     112.2   0.0001
 5487   25    6    1     1    6     124.0   0.0002
 5488   25    6    1     2    6     123.0   0.0002
 5489   25    6    1     1    7     767.5   0.0037
 5490   25    6    1     2    7     775.9   0.0023
 5491   25    6    1     1    8     769.0   0.0073
 5492   25    6    1     2    8     777.5   0.0046
 5493   25    6    1     0    9     613.9   0.0001
 5494   25    6    1     1    9     622.7   0.0002
 5495   25    6    1     2    9     632.4   0.0002
 5496   25    6    1     0   10     707.8   0.0009
 5497   25    6    1     1   10     712.5   0.0019
 5498   25    6    1     2   10     742.5   0.0024
 5499   25    6    1     0   12     603.0   0.0002
 5500   25    6    1     1   12     612.1   0.0004
 5501   25    6    1     2   12     621.6   0.0006
 5502   25    6    1     0   13     696.9   0.0004
 5503   25    6    1     1   13     701.8   0.0008
 5504   25    6    1     2   13     731.8   0.0012
 5505   25    6    1     0   16      32.5   0.0001
 5506   25    6    1     1   16      31.5   0.0205
 5507   25    6    1     2   16      31.3   0.0306
 5508   25    6    1     3   16      32.4   0.1361
 5509   25    6    1     0   17      34.0   0.0002
 5510   25    6    1     1   17      33.0   0.0387
 5511   25    6    1     2   17      32.9   0.0545
 5512   25    6    1     3   17      32.4   0.2192
 5513   25    6    1     0   18      61.5   0.0117
 5514   25    6    1     1   18      58.3   0.1656
 5515   25    6    1     2   18      78.8   0.1216
 5516   25    6    1     3   18     102.5   0.4537
 5517   25    6    1     0   20      60.0   0.0235
 5518   25    6    1     1   20      56.7   0.3569
 5519   25    6    1     2   20      77.2   0.1420
 5520   25    6    1     3   20     102.5   0.3695
 5521   25    6    2     0    5     114.2   0.0001
 5522   25    6    2     0    6     125.0   0.0002
 5523   25    6    2     0    7     760.5   0.0034
 5524   25    6    2     0    8     762.1   0.0069
 5525   25    6    2     1    9     622.7   0.0003
 5526   25    6    2     1   10     712.5   0.0015
 5527   25    6    2     1   12     612.1   0.0008
 5528   25    6    2     1   13     701.8   0.0007
 5529   25    6    2     1   16      31.5   0.0566
 5530   25    6    2     2   16      31.3   0.0615
 5531   25    6    2     1   17      33.0   0.1088
 5532   25    6    2     2   17      32.9   0.1163
 5533   25    6    2     0   18      61.5   0.0034
 5534   25    6    2     1   18      58.3   0.0949
 5535   25    6    2     2   18      78.8   0.3672
 5536   25    6    2     0   20      60.0   0.0069
 5537   25    6    2     1   20      56.7   0.1909
 5538   25    6    2     2   20      77.2   0.3850
