 ======================================================================================
      i NZ NE iSLP iLV iCONF                 E(RYD)      TE(RYD)   gi     EQN    RL(NS)
 ======================================================================================
     89  2  1  231   7 ()10f           -4.00000E-02  3.96000E+00 14.0 10.0000  6.73E+01
     90  2  1  240   1 () 5g           -1.60000E-01  3.84000E+00 18.0  5.0000  1.47E+01
     91  2  1  240   2 () 6g           -1.11111E-01  3.88889E+00 18.0  6.0000  2.52E+01
     92  2  1  240   3 () 7g           -8.16326E-02  3.91837E+00 18.0  7.0000  3.97E+01
     93  2  1  240   4 () 8g           -6.25000E-02  3.93750E+00 18.0  8.0000  5.88E+01
     94  2  1  240   5 () 9g           -4.93827E-02  3.95062E+00 18.0  9.0000  8.31E+01
     95  2  1  240   6 ()10g           -4.00000E-02  3.96000E+00 18.0 10.0000  1.13E+02
     96  2  1  251   1 () 6h           -1.11111E-01  3.88889E+00 22.0  6.0000  3.80E+01
     97  2  1  251   2 () 7h           -8.16326E-02  3.91837E+00 22.0  7.0000  6.00E+01
     98  2  1  251   3 () 8h           -6.25000E-02  3.93750E+00 22.0  8.0000  8.89E+01
     99  2  1  251   4 () 9h           -4.93827E-02  3.95062E+00 22.0  9.0000  1.26E+02
    100  2  1  251   5 ()10h           -4.00000E-02  3.96000E+00 22.0 10.0000  1.71E+02
    101  2  1  260   1 () 7i           -8.16326E-02  3.91837E+00 26.0  7.0000  8.43E+01
    102  2  1  260   2 () 8i           -6.25000E-02  3.93750E+00 26.0  8.0000  1.25E+02
    103  2  1  260   3 () 9i           -4.93827E-02  3.95062E+00 26.0  9.0000  1.77E+02
    104  2  1  260   4 ()10i           -4.00000E-02  3.96000E+00 26.0 10.0000  2.42E+02
    105  2  1  271   1 () 8k           -6.25000E-02  3.93750E+00 30.0  8.0000  1.68E+02
    106  2  1  271   2 () 9k           -4.93827E-02  3.95062E+00 30.0  9.0000  2.38E+02
    107  2  1  271   3 ()10k           -4.00000E-02  3.96000E+00 30.0 10.0000  3.25E+02
    108  2  1  280   1 () 9l           -4.93827E-02  3.95062E+00 34.0  9.0000  3.07E+02
    109  2  1  280   2 ()10l           -4.00000E-02  3.96000E+00 34.0 10.0000  4.20E+02
    110  2  1  291   1 ()10m           -4.00000E-02  3.96000E+00 38.0 10.0000  5.27E+02
    111  2  2  100   1 1s2             -1.78678E+00  0.00000E+00  1.0  0.7481  1.00E+30
    112  2  2  100   2 1s 2s           -2.89696E-01  1.49708E+00  1.0  1.8579  1.00E+30
    113  2  2  100   3 1s 3s           -1.21938E-01  1.66484E+00  1.0  2.8637  5.64E+01
    114  2  2  100   4 1s 4s           -6.69194E-02  1.71986E+00  1.0  3.8657  9.05E+01
    115  2  2  100   5 1s 5s           -4.22279E-02  1.74455E+00  1.0  4.8663  1.50E+02
    116  2  2  100   6 1s 6s           -2.90552E-02  1.75772E+00  1.0  5.8666  2.38E+02
    117  2  2  100   7 1s 7s           -2.12076E-02  1.76557E+00  1.0  6.8668  3.59E+02
    118  2  2  100   8 1s 8s           -1.61581E-02  1.77062E+00  1.0  7.8669  5.19E+02
    119  2  2  100   9 1s 9s           -1.27188E-02  1.77406E+00  1.0  8.8670  7.21E+02
    120  2  2  100  10 1s10s           -1.02713E-02  1.77651E+00  1.0  9.8670  9.73E+02
    121  2  2  111   1 1s 2p           -2.47481E-01  1.53930E+00  3.0  2.0102  5.61E-01
    122  2  2  111   2 1s 3p           -1.10225E-01  1.67656E+00  3.0  3.0120  1.75E+00
