 ============================================================
      i NZ NE iSLP jSLP iLV jLV        gF     WL(A)   gi   gj
    742  2  1  211  200   9   2  7.98E-03 9.494E+02  6.0  2.0
    743  2  1  211  200   9   3  1.51E-02 2.253E+03  6.0  2.0
    744  2  1  211  200   9   4  2.63E-02 4.340E+03  6.0  2.0
    745  2  1  211  200   9   5  4.55E-02 7.595E+03  6.0  2.0
    746  2  1  211  200   9   6  8.20E-02 1.282E+04  6.0  2.0
    747  2  1  211  200   9   7  1.64E-01 2.189E+04  6.0  2.0
    748  2  1  211  200   9   8  4.10E-01 4.051E+04  6.0  2.0
    749  2  1  211  200   9   9  1.75E+00 9.714E+04  6.0  2.0
    750  2  1  211  200   9  10  0.00E+00 1.000E+30  6.0  2.0
    751  2  1  211  200   1   1  8.32E-01 3.038E+02  6.0  2.0
    752  2  1  211  200   1   2  0.00E+00 1.000E+30  6.0  2.0
    753  2  1  211  200   1   3 -8.15E-02 1.641E+03  6.0  2.0
    754  2  1  211  200   1   4 -1.83E-02 1.215E+03  6.0  2.0
    755  2  1  211  200   1   5 -7.28E-03 1.085E+03  6.0  2.0
    756  2  1  211  200   1   6 -3.71E-03 1.025E+03  6.0  2.0
    757  2  1  211  200   1   7 -2.17E-03 9.924E+02  6.0  2.0
    758  2  1  211  200   1   8 -1.38E-03 9.722E+02  6.0  2.0
    759  2  1  211  200   1   9 -9.42E-04 9.587E+02  6.0  2.0
    760  2  1  211  200   1  10 -6.71E-04 9.494E+02  6.0  2.0
    761  2  1  211  200   2   1  1.58E-01 2.563E+02  6.0  2.0
    762  2  1  211  200   2   2  8.70E-01 1.641E+03  6.0  2.0
    763  2  1  211  200   2   3  0.00E+00 1.000E+30  6.0  2.0
    764  2  1  211  200   2   4 -1.93E-01 4.687E+03  6.0  2.0
    765  2  1  211  200   2   5 -4.46E-02 3.204E+03  6.0  2.0
    766  2  1  211  200   2   6 -1.82E-02 2.734E+03  6.0  2.0
    767  2  1  211  200   2   7 -9.47E-03 2.512E+03  6.0  2.0
    768  2  1  211  200   2   8 -5.65E-03 2.386E+03  6.0  2.0
    769  2  1  211  200   2   9 -3.67E-03 2.307E+03  6.0  2.0
    770  2  1  211  200   2  10 -2.54E-03 2.253E+03  6.0  2.0
    771  2  1  211  200   3   1  5.80E-02 2.430E+02  6.0  2.0
    772  2  1  211  200   3   2  2.06E-01 1.215E+03  6.0  2.0
    773  2  1  211  200   3   3  9.69E-01 4.687E+03  6.0  2.0
    774  2  1  211  200   3   4  0.00E+00 1.000E+30  6.0  2.0
    775  2  1  211  200   3   5 -3.17E-01 1.013E+04  6.0  2.0
    776  2  1  211  200   3   6 -7.40E-02 6.562E+03  6.0  2.0
    777  2  1  211  200   3   7 -3.06E-02 5.413E+03  6.0  2.0
    778  2  1  211  200   3   8 -1.61E-02 4.861E+03  6.0  2.0
    779  2  1  211  200   3   9 -9.70E-03 4.543E+03  6.0  2.0
    780  2  1  211  200   3  10 -6.37E-03 4.340E+03  6.0  2.0
    781  2  1  211  200   4   1  2.79E-02 2.373E+02  6.0  2.0
    782  2  1  211  200   4   2  8.39E-02 1.085E+03  6.0  2.0
    783  2  1  211  200   4   3  2.42E-01 3.204E+03  6.0  2.0
    784  2  1  211  200   4   4  1.09E+00 1.013E+04  6.0  2.0
    785  2  1  211  200   4   5  0.00E+00 1.000E+30  6.0  2.0
    786  2  1  211  200   4   6 -4.47E-01 1.864E+04  6.0  2.0
    787  2  1  211  200   4   7 -1.05E-01 1.163E+04  6.0  2.0
    788  2  1  211  200   4   8 -4.36E-02 9.348E+03  6.0  2.0
    789  2  1  211  200   4   9 -2.31E-02 8.239E+03  6.0  2.0
    790  2  1  211  200   4  10 -1.40E-02 7.595E+03  6.0  2.0
    791  2  1  211  200   5   1  1.56E-02 2.344E+02  6.0  2.0
    792  2  1  211  200   5   2  4.33E-02 1.025E+03  6.0  2.0
    793  2  1  211  200   5   3  1.03E-01 2.734E+03  6.0  2.0
    794  2  1  211  200   5   4  2.76E-01 6.562E+03  6.0  2.0
    795  2  1  211  200   5   5  1.22E+00 1.864E+04  6.0  2.0
    796  2  1  211  200   5   6  0.00E+00 1.000E+30  6.0  2.0
    797  2  1  211  200   5   7 -5.80E-01 3.092E+04  6.0  2.0
    798  2  1  211  200   5   8 -1.37E-01 1.875E+04  6.0  2.0
    799  2  1  211  200   5   9 -5.70E-02 1.476E+04  6.0  2.0
    800  2  1  211  200   5  10 -3.03E-02 1.282E+04  6.0  2.0
    801  2  1  211  200   6   1  9.63E-03 2.326E+02  6.0  2.0
    802  2  1  211  200   6   2  2.55E-02 9.924E+02  6.0  2.0
    803  2  1  211  200   6   3  5.47E-02 2.512E+03  6.0  2.0
    804  2  1  211  200   6   4  1.19E-01 5.413E+03  6.0  2.0
    805  2  1  211  200   6   5  3.10E-01 1.163E+04  6.0  2.0
    806  2  1  211  200   6   6  1.35E+00 3.092E+04  6.0  2.0
    807  2  1  211  200   6   7  0.00E+00 1.000E+30  6.0  2.0
    808  2  1  211  200   6   8 -7.15E-01 4.764E+04  6.0  2.0
    809  2  1  211  200   6   9 -1.69E-01 2.826E+04  6.0  2.0
    810  2  1  211  200   6  10 -7.06E-02 2.189E+04  6.0  2.0
    811  2  1  211  200   7   1  6.37E-03 2.315E+02  6.0  2.0
    812  2  1  211  200   7   2  1.64E-02 9.722E+02  6.0  2.0
    813  2  1  211  200   7   3  3.31E-02 2.386E+03  6.0  2.0
    814  2  1  211  200   7   4  6.45E-02 4.861E+03  6.0  2.0
    815  2  1  211  200   7   5  1.35E-01 9.348E+03  6.0  2.0
    816  2  1  211  200   7   6  3.43E-01 1.875E+04  6.0  2.0
    817  2  1  211  200   7   7  1.48E+00 4.764E+04  6.0  2.0
    818  2  1  211  200   7   8  0.00E+00 1.000E+30  6.0  2.0
    819  2  1  211  200   7   9 -8.52E-01 6.948E+04  6.0  2.0
    820  2  1  211  200   7  10 -2.01E-01 4.051E+04  6.0  2.0
    821  2  1  211  200   8   1  4.43E-03 2.307E+02  6.0  2.0
    822  2  1  211  200   8   2  1.12E-02 9.587E+02  6.0  2.0
    823  2  1  211  200   8   3  2.17E-02 2.307E+03  6.0  2.0
    824  2  1  211  200   8   4  3.96E-02 4.543E+03  6.0  2.0
    825  2  1  211  200   8   5  7.35E-02 8.239E+03  6.0  2.0
    826  2  1  211  200   8   6  1.50E-01 1.476E+04  6.0  2.0
    827  2  1  211  200   8   7  3.76E-01 2.826E+04  6.0  2.0
    828  2  1  211  200   8   8  1.62E+00 6.948E+04  6.0  2.0
    829  2  1  211  200   8   9  0.00E+00 1.000E+30  6.0  2.0
    830  2  1  211  200   8  10 -9.89E-01 9.714E+04  6.0  2.0
    831  2  1  211  200   9   1  3.21E-03 2.301E+02  6.0  2.0
    832  2  1  211  200   9   2  7.98E-03 9.494E+02  6.0  2.0
    833  2  1  211  200   9   3  1.51E-02 2.253E+03  6.0  2.0
    834  2  1  211  200   9   4  2.63E-02 4.340E+03  6.0  2.0
    835  2  1  211  200   9   5  4.55E-02 7.595E+03  6.0  2.0
    836  2  1  211  200   9   6  8.20E-02 1.282E+04  6.0  2.0
    837  2  1  211  200   9   7  1.64E-01 2.189E+04  6.0  2.0
    838  2  1  211  200   9   8  4.10E-01 4.051E+04  6.0  2.0
    839  2  1  211  200   9   9  1.75E+00 9.714E+04  6.0  2.0
    840  2  1  211  200   9  10  0.00E+00 1.000E+30  6.0  2.0
    841  2  1  220  211   1   1  4.18E+00 1.641E+03 10.0  6.0
    842  2  1  220  211   1   2  0.00E+00 1.000E+30 10.0  6.0
    843  2  1  220  211   1   3 -1.10E-01 4.687E+03 10.0  6.0
    844  2  1  220  211   1   4 -2.21E-02 3.204E+03 10.0  6.0
    845  2  1  220  211   1   5 -8.42E-03 2.734E+03 10.0  6.0
    846  2  1  220  211   1   6 -4.21E-03 2.512E+03 10.0  6.0
    847  2  1  220  211   1   7 -2.45E-03 2.386E+03 10.0  6.0
    848  2  1  220  211   1   8 -1.56E-03 2.307E+03 10.0  6.0
    849  2  1  220  211   1   9 -1.07E-03 2.253E+03 10.0  6.0
    850  2  1  220  211   2   1  7.31E-01 1.215E+03 10.0  6.0
    851  2  1  220  211   2   2  3.71E+00 4.687E+03 10.0  6.0
    852  2  1  220  211   2   3  0.00E+00 1.000E+30 10.0  6.0
    853  2  1  220  211   2   4 -2.78E-01 1.013E+04 10.0  6.0
    854  2  1  220  211   2   5 -5.84E-02 6.562E+03 10.0  6.0
    855  2  1  220  211   2   6 -2.27E-02 5.413E+03 10.0  6.0
    856  2  1  220  211   2   7 -1.15E-02 4.861E+03 10.0  6.0
    857  2  1  220  211   2   8 -6.80E-03 4.543E+03 10.0  6.0
    858  2  1  220  211   2   9 -4.39E-03 4.340E+03 10.0  6.0
    859  2  1  220  211   3   1  2.66E-01 1.085E+03 10.0  6.0
    860  2  1  220  211   3   2  8.35E-01 3.204E+03 10.0  6.0
    861  2  1  220  211   3   3  3.66E+00 1.013E+04 10.0  6.0
    862  2  1  220  211   3   4  0.00E+00 1.000E+30 10.0  6.0
    863  2  1  220  211   3   5 -4.80E-01 1.864E+04 10.0  6.0
    864  2  1  220  211   3   6 -1.03E-01 1.163E+04 10.0  6.0
    865  2  1  220  211   3   7 -4.08E-02 9.348E+03 10.0  6.0
    866  2  1  220  211   3   8 -2.09E-02 8.239E+03 10.0  6.0
    867  2  1  220  211   3   9 -1.24E-02 7.595E+03 10.0  6.0
    868  2  1  220  211   4   1  1.30E-01 1.025E+03 10.0  6.0
    869  2  1  220  211   4   2  3.37E-01 2.734E+03 10.0  6.0
    870  2  1  220  211   4   3  8.91E-01 6.562E+03 10.0  6.0
    871  2  1  220  211   4   4  3.75E+00 1.864E+04 10.0  6.0
    872  2  1  220  211   4   5  0.00E+00 1.000E+30 10.0  6.0
    873  2  1  220  211   4   6 -7.02E-01 3.092E+04 10.0  6.0
    874  2  1  220  211   4   7 -1.54E-01 1.875E+04 10.0  6.0
    875  2  1  220  211   4   8 -6.14E-02 1.476E+04 10.0  6.0
    876  2  1  220  211   4   9 -3.17E-02 1.282E+04 10.0  6.0
    877  2  1  220  211   5   1  7.40E-02 9.924E+02 10.0  6.0
    878  2  1  220  211   5   2  1.74E-01 2.512E+03 10.0  6.0
    879  2  1  220  211   5   3  3.75E-01 5.413E+03 10.0  6.0
    880  2  1  220  211   5   4  9.42E-01 1.163E+04 10.0  6.0
    881  2  1  220  211   5   5  3.91E+00 3.092E+04 10.0  6.0
    882  2  1  220  211   5   6  0.00E+00 1.000E+30 10.0  6.0
    883  2  1  220  211   5   7 -9.38E-01 4.764E+04 10.0  6.0
    884  2  1  220  211   5   8 -2.08E-01 2.826E+04 10.0  6.0
    885  2  1  220  211   5   9 -8.36E-02 2.189E+04 10.0  6.0
    886  2  1  220  211   6   1  4.65E-02 9.722E+02 10.0  6.0
    887  2  1  220  211   6   2  1.03E-01 2.386E+03 10.0  6.0
    888  2  1  220  211   6   3  2.00E-01 4.861E+03 10.0  6.0
    889  2  1  220  211   6   4  4.05E-01 9.348E+03 10.0  6.0
    890  2  1  220  211   6   5  9.95E-01 1.875E+04 10.0  6.0
    891  2  1  220  211   6   6  4.11E+00 4.764E+04 10.0  6.0
    892  2  1  220  211   6   7  0.00E+00 1.000E+30 10.0  6.0
    893  2  1  220  211   6   8 -1.18E+00 6.948E+04 10.0  6.0
    894  2  1  220  211   6   9 -2.65E-01 4.051E+04 10.0  6.0
    895  2  1  220  211   7   1  3.13E-02 9.587E+02 10.0  6.0
    896  2  1  220  211   7   2  6.69E-02 2.307E+03 10.0  6.0
    897  2  1  220  211   7   3  1.21E-01 4.543E+03 10.0  6.0
    898  2  1  220  211   7   4  2.19E-01 8.239E+03 10.0  6.0
    899  2  1  220  211   7   5  4.33E-01 1.476E+04 10.0  6.0
    900  2  1  220  211   7   6  1.05E+00 2.826E+04 10.0  6.0
    901  2  1  220  211   7   7  4.33E+00 6.948E+04 10.0  6.0
    902  2  1  220  211   7   8  0.00E+00 1.000E+30 10.0  6.0
    903  2  1  220  211   7   9 -1.44E+00 9.714E+04 10.0  6.0
    904  2  1  220  211   8   1  2.22E-02 9.494E+02 10.0  6.0
    905  2  1  220  211   8   2  4.61E-02 2.253E+03 10.0  6.0
    906  2  1  220  211   8   3  8.00E-02 4.340E+03 10.0  6.0
    907  2  1  220  211   8   4  1.35E-01 7.595E+03 10.0  6.0
    908  2  1  220  211   8   5  2.36E-01 1.282E+04 10.0  6.0
    909  2  1  220  211   8   6  4.59E-01 2.189E+04 10.0  6.0
    910  2  1  220  211   8   7  1.11E+00 4.051E+04 10.0  6.0
    911  2  1  220  211   8   8  4.56E+00 9.714E+04 10.0  6.0
    912  2  1  220  211   8   9  0.00E+00 1.000E+30 10.0  6.0
    913  2  1  220  211   1   1  4.18E+00 1.641E+03 10.0  6.0
    914  2  1  220  211   1   2  0.00E+00 1.000E+30 10.0  6.0
    915  2  1  220  211   1   3 -1.10E-01 4.687E+03 10.0  6.0
    916  2  1  220  211   1   4 -2.21E-02 3.204E+03 10.0  6.0
    917  2  1  220  211   1   5 -8.42E-03 2.734E+03 10.0  6.0
    918  2  1  220  211   1   6 -4.21E-03 2.512E+03 10.0  6.0
    919  2  1  220  211   1   7 -2.45E-03 2.386E+03 10.0  6.0
    920  2  1  220  211   1   8 -1.56E-03 2.307E+03 10.0  6.0
    921  2  1  220  211   1   9 -1.07E-03 2.253E+03 10.0  6.0
    922  2  1  220  211   2   1  7.31E-01 1.215E+03 10.0  6.0
    923  2  1  220  211   2   2  3.71E+00 4.687E+03 10.0  6.0
    924  2  1  220  211   2   3  0.00E+00 1.000E+30 10.0  6.0
    925  2  1  220  211   2   4 -2.78E-01 1.013E+04 10.0  6.0
    926  2  1  220  211   2   5 -5.84E-02 6.562E+03 10.0  6.0
    927  2  1  220  211   2   6 -2.27E-02 5.413E+03 10.0  6.0
    928  2  1  220  211   2   7 -1.15E-02 4.861E+03 10.0  6.0
    929  2  1  220  211   2   8 -6.80E-03 4.543E+03 10.0  6.0
    930  2  1  220  211   2   9 -4.39E-03 4.340E+03 10.0  6.0
    931  2  1  220  211   3   1  2.66E-01 1.085E+03 10.0  6.0
    932  2  1  220  211   3   2  8.35E-01 3.204E+03 10.0  6.0
    933  2  1  220  211   3   3  3.66E+00 1.013E+04 10.0  6.0
    934  2  1  220  211   3   4  0.00E+00 1.000E+30 10.0  6.0
    935  2  1  220  211   3   5 -4.80E-01 1.864E+04 10.0  6.0
    936  2  1  220  211   3   6 -1.03E-01 1.163E+04 10.0  6.0
    937  2  1  220  211   3   7 -4.08E-02 9.348E+03 10.0  6.0
    938  2  1  220  211   3   8 -2.09E-02 8.239E+03 10.0  6.0
    939  2  1  220  211   3   9 -1.24E-02 7.595E+03 10.0  6.0
    940  2  1  220  211   4   1  1.30E-01 1.025E+03 10.0  6.0
    941  2  1  220  211   4   2  3.37E-01 2.734E+03 10.0  6.0
    942  2  1  220  211   4   3  8.91E-01 6.562E+03 10.0  6.0
    943  2  1  220  211   4   4  3.75E+00 1.864E+04 10.0  6.0
    944  2  1  220  211   4   5  0.00E+00 1.000E+30 10.0  6.0
    945  2  1  220  211   4   6 -7.02E-01 3.092E+04 10.0  6.0
    946  2  1  220  211   4   7 -1.54E-01 1.875E+04 10.0  6.0
    947  2  1  220  211   4   8 -6.14E-02 1.476E+04 10.0  6.0
    948  2  1  220  211   4   9 -3.17E-02 1.282E+04 10.0  6.0
    949  2  1  220  211   5   1  7.40E-02 9.924E+02 10.0  6.0
    950  2  1  220  211   5   2  1.74E-01 2.512E+03 10.0  6.0
    951  2  1  220  211   5   3  3.75E-01 5.413E+03 10.0  6.0
    952  2  1  220  211   5   4  9.42E-01 1.163E+04 10.0  6.0
    953  2  1  220  211   5   5  3.91E+00 3.092E+04 10.0  6.0
    954  2  1  220  211   5   6  0.00E+00 1.000E+30 10.0  6.0
    955  2  1  220  211   5   7 -9.38E-01 4.764E+04 10.0  6.0
    956  2  1  220  211   5   8 -2.08E-01 2.826E+04 10.0  6.0
    957  2  1  220  211   5   9 -8.36E-02 2.189E+04 10.0  6.0
    958  2  1  220  211   6   1  4.65E-02 9.722E+02 10.0  6.0
    959  2  1  220  211   6   2  1.03E-01 2.386E+03 10.0  6.0
    960  2  1  220  211   6   3  2.00E-01 4.861E+03 10.0  6.0
    961  2  1  220  211   6   4  4.05E-01 9.348E+03 10.0  6.0
    962  2  1  220  211   6   5  9.95E-01 1.875E+04 10.0  6.0
    963  2  1  220  211   6   6  4.11E+00 4.764E+04 10.0  6.0
    964  2  1  220  211   6   7  0.00E+00 1.000E+30 10.0  6.0
    965  2  1  220  211   6   8 -1.18E+00 6.948E+04 10.0  6.0
    966  2  1  220  211   6   9 -2.65E-01 4.051E+04 10.0  6.0
    967  2  1  220  211   7   1  3.13E-02 9.587E+02 10.0  6.0
    968  2  1  220  211   7   2  6.69E-02 2.307E+03 10.0  6.0
    969  2  1  220  211   7   3  1.21E-01 4.543E+03 10.0  6.0
    970  2  1  220  211   7   4  2.19E-01 8.239E+03 10.0  6.0
    971  2  1  220  211   7   5  4.33E-01 1.476E+04 10.0  6.0
    972  2  1  220  211   7   6  1.05E+00 2.826E+04 10.0  6.0
    973  2  1  220  211   7   7  4.33E+00 6.948E+04 10.0  6.0
    974  2  1  220  211   7   8  0.00E+00 1.000E+30 10.0  6.0
    975  2  1  220  211   7   9 -1.44E+00 9.714E+04 10.0  6.0
    976  2  1  220  211   8   1  2.22E-02 9.494E+02 10.0  6.0
    977  2  1  220  211   8   2  4.61E-02 2.253E+03 10.0  6.0
    978  2  1  220  211   8   3  8.00E-02 4.340E+03 10.0  6.0
    979  2  1  220  211   8   4  1.35E-01 7.595E+03 10.0  6.0
    980  2  1  220  211   8   5  2.36E-01 1.282E+04 10.0  6.0
    981  2  1  220  211   8   6  4.59E-01 2.189E+04 10.0  6.0
    982  2  1  220  211   8   7  1.11E+00 4.051E+04 10.0  6.0
    983  2  1  220  211   8   8  4.56E+00 9.714E+04 10.0  6.0
    984  2  1  220  211   8   9  0.00E+00 1.000E+30 10.0  6.0
    985  2  1  231  220   1   1  1.02E+01 4.687E+03 14.0 10.0
    986  2  1  231  220   1   2  0.00E+00 1.000E+30 14.0 10.0
    987  2  1  231  220   1   3 -1.24E-01 1.013E+04 14.0 10.0
    988  2  1  231  220   1   4 -2.22E-02 6.562E+03 14.0 10.0
    989  2  1  231  220   1   5 -7.90E-03 5.413E+03 14.0 10.0
    990  2  1  231  220   1   6 -3.80E-03 4.861E+03 14.0 10.0
    991  2  1  231  220   1   7 -2.16E-03 4.543E+03 14.0 10.0
    992  2  1  231  220   1   8 -1.36E-03 4.340E+03 14.0 10.0
    993  2  1  231  220   2   1  1.57E+00 3.204E+03 14.0 10.0
    994  2  1  231  220   2   2  8.90E+00 1.013E+04 14.0 10.0
    995  2  1  231  220   2   3  0.00E+00 1.000E+30 14.0 10.0
    996  2  1  231  220   2   4 -3.26E-01 1.864E+04 14.0 10.0
    997  2  1  231  220   2   5 -6.20E-02 1.163E+04 14.0 10.0
    998  2  1  231  220   2   6 -2.28E-02 9.348E+03 14.0 10.0
    999  2  1  231  220   2   7 -1.12E-02 8.239E+03 14.0 10.0
   1000  2  1  231  220   2   8 -6.42E-03 7.595E+03 14.0 10.0
   1001  2  1  231  220   3   1  5.39E-01 2.734E+03 14.0 10.0
   1002  2  1  231  220   3   2  1.86E+00 6.562E+03 14.0 10.0
   1003  2  1  231  220   3   3  8.44E+00 1.864E+04 14.0 10.0
   1004  2  1  231  220   3   4  0.00E+00 1.000E+30 14.0 10.0
   1005  2  1  231  220   3   5 -5.79E-01 3.092E+04 14.0 10.0
   1006  2  1  231  220   3   6 -1.15E-01 1.875E+04 14.0 10.0
   1007  2  1  231  220   3   7 -4.31E-02 1.476E+04 14.0 10.0
   1008  2  1  231  220   3   8 -2.14E-02 1.282E+04 14.0 10.0
   1009  2  1  231  220   4   1  2.56E-01 2.512E+03 14.0 10.0
   1010  2  1  231  220   4   2  7.23E-01 5.413E+03 14.0 10.0
   1011  2  1  231  220   4   3  1.97E+00 1.163E+04 14.0 10.0
   1012  2  1  231  220   4   4  8.33E+00 3.092E+04 14.0 10.0
   1013  2  1  231  220   4   5  0.00E+00 1.000E+30 14.0 10.0
   1014  2  1  231  220   4   6 -8.67E-01 4.764E+04 14.0 10.0
   1015  2  1  231  220   4   7 -1.77E-01 2.826E+04 14.0 10.0
   1016  2  1  231  220   4   8 -6.75E-02 2.189E+04 14.0 10.0
   1017  2  1  231  220   5   1  1.44E-01 2.386E+03 14.0 10.0
   1018  2  1  231  220   5   2  3.66E-01 4.861E+03 14.0 10.0
   1019  2  1  231  220   5   3  8.08E-01 9.348E+03 14.0 10.0
   1020  2  1  231  220   5   4  2.04E+00 1.875E+04 14.0 10.0
   1021  2  1  231  220   5   5  8.39E+00 4.764E+04 14.0 10.0
   1022  2  1  231  220   5   6  0.00E+00 1.000E+30 14.0 10.0
   1023  2  1  231  220   5   7 -1.18E+00 6.948E+04 14.0 10.0
   1024  2  1  231  220   5   8 -2.46E-01 4.051E+04 14.0 10.0
   1025  2  1  231  220   6   1  9.03E-02 2.307E+03 14.0 10.0
   1026  2  1  231  220   6   2  2.15E-01 4.543E+03 14.0 10.0
   1027  2  1  231  220   6   3  4.24E-01 8.239E+03 14.0 10.0
   1028  2  1  231  220   6   4  8.62E-01 1.476E+04 14.0 10.0
   1029  2  1  231  220   6   5  2.10E+00 2.826E+04 14.0 10.0
   1030  2  1  231  220   6   6  8.56E+00 6.948E+04 14.0 10.0
   1031  2  1  231  220   6   7  0.00E+00 1.000E+30 14.0 10.0
   1032  2  1  231  220   6   8 -1.51E+00 9.714E+04 14.0 10.0
   1033  2  1  231  220   7   1  6.08E-02 2.253E+03 14.0 10.0
   1034  2  1  231  220   7   2  1.39E-01 4.340E+03 14.0 10.0
   1035  2  1  231  220   7   3  2.55E-01 7.595E+03 14.0 10.0
   1036  2  1  231  220   7   4  4.62E-01 1.282E+04 14.0 10.0
   1037  2  1  231  220   7   5  9.05E-01 2.189E+04 14.0 10.0
   1038  2  1  231  220   7   6  2.17E+00 4.051E+04 14.0 10.0
   1039  2  1  231  220   7   7  8.79E+00 9.714E+04 14.0 10.0
   1040  2  1  231  220   7   8  0.00E+00 1.000E+30 14.0 10.0
   1041  2  1  231  220   1   1  1.02E+01 4.687E+03 14.0 10.0
   1042  2  1  231  220   1   2  0.00E+00 1.000E+30 14.0 10.0
   1043  2  1  231  220   1   3 -1.24E-01 1.013E+04 14.0 10.0
   1044  2  1  231  220   1   4 -2.22E-02 6.562E+03 14.0 10.0
   1045  2  1  231  220   1   5 -7.90E-03 5.413E+03 14.0 10.0
   1046  2  1  231  220   1   6 -3.80E-03 4.861E+03 14.0 10.0
   1047  2  1  231  220   1   7 -2.16E-03 4.543E+03 14.0 10.0
   1048  2  1  231  220   1   8 -1.36E-03 4.340E+03 14.0 10.0
   1049  2  1  231  220   2   1  1.57E+00 3.204E+03 14.0 10.0
   1050  2  1  231  220   2   2  8.90E+00 1.013E+04 14.0 10.0
   1051  2  1  231  220   2   3  0.00E+00 1.000E+30 14.0 10.0
   1052  2  1  231  220   2   4 -3.26E-01 1.864E+04 14.0 10.0
   1053  2  1  231  220   2   5 -6.20E-02 1.163E+04 14.0 10.0
   1054  2  1  231  220   2   6 -2.28E-02 9.348E+03 14.0 10.0
   1055  2  1  231  220   2   7 -1.12E-02 8.239E+03 14.0 10.0
   1056  2  1  231  220   2   8 -6.42E-03 7.595E+03 14.0 10.0
   1057  2  1  231  220   3   1  5.39E-01 2.734E+03 14.0 10.0
   1058  2  1  231  220   3   2  1.86E+00 6.562E+03 14.0 10.0
   1059  2  1  231  220   3   3  8.44E+00 1.864E+04 14.0 10.0
   1060  2  1  231  220   3   4  0.00E+00 1.000E+30 14.0 10.0
   1061  2  1  231  220   3   5 -5.79E-01 3.092E+04 14.0 10.0
   1062  2  1  231  220   3   6 -1.15E-01 1.875E+04 14.0 10.0
   1063  2  1  231  220   3   7 -4.31E-02 1.476E+04 14.0 10.0
   1064  2  1  231  220   3   8 -2.14E-02 1.282E+04 14.0 10.0
   1065  2  1  231  220   4   1  2.56E-01 2.512E+03 14.0 10.0
   1066  2  1  231  220   4   2  7.23E-01 5.413E+03 14.0 10.0
   1067  2  1  231  220   4   3  1.97E+00 1.163E+04 14.0 10.0
   1068  2  1  231  220   4   4  8.33E+00 3.092E+04 14.0 10.0
   1069  2  1  231  220   4   5  0.00E+00 1.000E+30 14.0 10.0
   1070  2  1  231  220   4   6 -8.67E-01 4.764E+04 14.0 10.0
   1071  2  1  231  220   4   7 -1.77E-01 2.826E+04 14.0 10.0
   1072  2  1  231  220   4   8 -6.75E-02 2.189E+04 14.0 10.0
   1073  2  1  231  220   5   1  1.44E-01 2.386E+03 14.0 10.0
   1074  2  1  231  220   5   2  3.66E-01 4.861E+03 14.0 10.0
   1075  2  1  231  220   5   3  8.08E-01 9.348E+03 14.0 10.0
   1076  2  1  231  220   5   4  2.04E+00 1.875E+04 14.0 10.0
   1077  2  1  231  220   5   5  8.39E+00 4.764E+04 14.0 10.0
   1078  2  1  231  220   5   6  0.00E+00 1.000E+30 14.0 10.0
   1079  2  1  231  220   5   7 -1.18E+00 6.948E+04 14.0 10.0
   1080  2  1  231  220   5   8 -2.46E-01 4.051E+04 14.0 10.0
   1081  2  1  231  220   6   1  9.03E-02 2.307E+03 14.0 10.0
   1082  2  1  231  220   6   2  2.15E-01 4.543E+03 14.0 10.0
   1083  2  1  231  220   6   3  4.24E-01 8.239E+03 14.0 10.0
   1084  2  1  231  220   6   4  8.62E-01 1.476E+04 14.0 10.0
   1085  2  1  231  220   6   5  2.10E+00 2.826E+04 14.0 10.0
   1086  2  1  231  220   6   6  8.56E+00 6.948E+04 14.0 10.0
   1087  2  1  231  220   6   7  0.00E+00 1.000E+30 14.0 10.0
   1088  2  1  231  220   6   8 -1.51E+00 9.714E+04 14.0 10.0
   1089  2  1  231  220   7   1  6.08E-02 2.253E+03 14.0 10.0
   1090  2  1  231  220   7   2  1.39E-01 4.340E+03 14.0 10.0
   1091  2  1  231  220   7   3  2.55E-01 7.595E+03 14.0 10.0
   1092  2  1  231  220   7   4  4.62E-01 1.282E+04 14.0 10.0
   1093  2  1  231  220   7   5  9.05E-01 2.189E+04 14.0 10.0
   1094  2  1  231  220   7   6  2.17E+00 4.051E+04 14.0 10.0
   1095  2  1  231  220   7   7  8.79E+00 9.714E+04 14.0 10.0
   1096  2  1  231  220   7   8  0.00E+00 1.000E+30 14.0 10.0
   1097  2  1  240  231   1   1  1.88E+01 1.013E+04 18.0 14.0
   1098  2  1  240  231   1   2  0.00E+00 1.000E+30 18.0 14.0
   1099  2  1  240  231   1   3 -1.33E-01 1.864E+04 18.0 14.0
   1100  2  1  240  231   1   4 -2.11E-02 1.163E+04 18.0 14.0
   1101  2  1  240  231   1   5 -7.01E-03 9.348E+03 18.0 14.0
   1102  2  1  240  231   1   6 -3.22E-03 8.239E+03 18.0 14.0
   1103  2  1  240  231   1   7 -1.77E-03 7.595E+03 18.0 14.0
   1104  2  1  240  231   2   1  2.55E+00 6.562E+03 18.0 14.0
   1105  2  1  240  231   2   2  1.66E+01 1.864E+04 18.0 14.0
   1106  2  1  240  231   2   3  0.00E+00 1.000E+30 18.0 14.0
   1107  2  1  240  231   2   4 -3.56E-01 3.092E+04 18.0 14.0
   1108  2  1  240  231   2   5 -6.18E-02 1.875E+04 18.0 14.0
   1109  2  1  240  231   2   6 -2.14E-02 1.476E+04 18.0 14.0
   1110  2  1  240  231   2   7 -1.01E-02 1.282E+04 18.0 14.0
   1111  2  1  240  231   3   1  8.17E-01 5.413E+03 18.0 14.0
